month,sku,target_units,target_revenue,source_document
2026-06,SIE-TT-NVY,224,88435.2,Monthly_Trading_Meeting_2026-06.pdf
2026-07,SIE-TT-NVY,160,63168.0,Monthly_Trading_Meeting_2026-07.pdf
2026-02,PIP-CL-BLK,189,39085.2,Monthly_Trading_Meeting_2026-02.pdf
2026-03,PIP-CL-BLK,234,48391.2,Monthly_Trading_Meeting_2026-03.pdf
2026-04,PIP-CL-BLK,186,38464.8,Monthly_Trading_Meeting_2026-04.pdf
2026-05,PIP-CL-BLK,200,41360.0,Monthly_Trading_Meeting_2026-05.pdf
2026-06,PIP-CL-BLK,259,53561.2,Monthly_Trading_Meeting_2026-06.pdf
2026-07,PIP-CL-BLK,186,38464.8,Monthly_Trading_Meeting_2026-07.pdf
2026-02,PIP-CL-GLD,116,26169.6,Monthly_Trading_Meeting_2026-02.pdf
2026-03,PIP-CL-GLD,143,32260.8,Monthly_Trading_Meeting_2026-03.pdf
2026-04,PIP-CL-GLD,114,25718.4,Monthly_Trading_Meeting_2026-04.pdf
2026-05,PIP-CL-GLD,123,27748.8,Monthly_Trading_Meeting_2026-05.pdf
2026-06,PIP-CL-GLD,159,35870.4,Monthly_Trading_Meeting_2026-06.pdf
2026-07,PIP-CL-GLD,114,25718.4,Monthly_Trading_Meeting_2026-07.pdf
2026-02,AST-BP-BLK,249,88942.8,Monthly_Trading_Meeting_2026-02.pdf
2026-03,AST-BP-BLK,308,110017.6,Monthly_Trading_Meeting_2026-03.pdf
2026-04,AST-BP-BLK,245,87514.0,Monthly_Trading_Meeting_2026-04.pdf
2026-05,AST-BP-BLK,263,93943.6,Monthly_Trading_Meeting_2026-05.pdf
2026-06,AST-BP-BLK,341,121805.2,Monthly_Trading_Meeting_2026-06.pdf
2026-07,AST-BP-BLK,245,87514.0,Monthly_Trading_Meeting_2026-07.pdf
2026-02,AST-BP-GRY,146,52151.2,Monthly_Trading_Meeting_2026-02.pdf
2026-03,AST-BP-GRY,181,64653.2,Monthly_Trading_Meeting_2026-03.pdf
2026-04,AST-BP-GRY,144,51436.8,Monthly_Trading_Meeting_2026-04.pdf
2026-05,AST-BP-GRY,154,55008.8,Monthly_Trading_Meeting_2026-05.pdf
2026-06,AST-BP-GRY,200,71440.0,Monthly_Trading_Meeting_2026-06.pdf
2026-07,AST-BP-GRY,144,51436.8,Monthly_Trading_Meeting_2026-07.pdf
2026-02,JUN-BK-TAN,202,64559.2,Monthly_Trading_Meeting_2026-02.pdf
2026-03,JUN-BK-TAN,250,79900.0,Monthly_Trading_Meeting_2026-03.pdf
2026-04,JUN-BK-TAN,198,63280.8,Monthly_Trading_Meeting_2026-04.pdf
2026-05,JUN-BK-TAN,213,68074.8,Monthly_Trading_Meeting_2026-05.pdf
2026-06,JUN-BK-TAN,277,88529.2,Monthly_Trading_Meeting_2026-06.pdf
2026-07,JUN-BK-TAN,198,63280.8,Monthly_Trading_Meeting_2026-07.pdf
2026-02,JUN-BK-BLK,223,71270.8,Monthly_Trading_Meeting_2026-02.pdf
2026-03,JUN-BK-BLK,276,88209.6,Monthly_Trading_Meeting_2026-03.pdf
2026-04,JUN-BK-BLK,220,70312.0,Monthly_Trading_Meeting_2026-04.pdf
2026-05,JUN-BK-BLK,236,75425.6,Monthly_Trading_Meeting_2026-05.pdf
2026-06,JUN-BK-BLK,306,97797.6,Monthly_Trading_Meeting_2026-06.pdf
2026-07,JUN-BK-BLK,220,70312.0,Monthly_Trading_Meeting_2026-07.pdf
2026-02,ELL-MN-BLK,270,65988.0,Monthly_Trading_Meeting_2026-02.pdf
2026-03,ELL-MN-BLK,335,81874.0,Monthly_Trading_Meeting_2026-03.pdf
2026-04,ELL-MN-BLK,266,65010.4,Monthly_Trading_Meeting_2026-04.pdf
2026-05,ELL-MN-BLK,286,69898.4,Monthly_Trading_Meeting_2026-05.pdf
2026-06,ELL-MN-BLK,371,90672.4,Monthly_Trading_Meeting_2026-06.pdf
2026-07,ELL-MN-BLK,266,65010.4,Monthly_Trading_Meeting_2026-07.pdf
2026-02,ELL-MN-PNK,133,32505.2,Monthly_Trading_Meeting_2026-02.pdf
2026-03,ELL-MN-PNK,165,40326.0,Monthly_Trading_Meeting_2026-03.pdf
2026-04,ELL-MN-PNK,131,32016.4,Monthly_Trading_Meeting_2026-04.pdf
2026-05,ELL-MN-PNK,141,34460.4,Monthly_Trading_Meeting_2026-05.pdf
2026-06,ELL-MN-PNK,182,44480.8,Monthly_Trading_Meeting_2026-06.pdf
2026-07,ELL-MN-PNK,131,32016.4,Monthly_Trading_Meeting_2026-07.pdf
2026-02,NAD-LF-BLK-35,35,9541.0,Monthly_Trading_Meeting_2026-02.pdf
2026-03,NAD-LF-BLK-35,44,11994.4,Monthly_Trading_Meeting_2026-03.pdf
2026-04,NAD-LF-BLK-35,35,9541.0,Monthly_Trading_Meeting_2026-04.pdf
2026-05,NAD-LF-BLK-35,37,10086.2,Monthly_Trading_Meeting_2026-05.pdf
2026-06,NAD-LF-BLK-35,48,13084.8,Monthly_Trading_Meeting_2026-06.pdf
2026-07,NAD-LF-BLK-35,35,9541.0,Monthly_Trading_Meeting_2026-07.pdf
2026-02,NAD-LF-BLK-36,77,20990.2,Monthly_Trading_Meeting_2026-02.pdf
2026-03,NAD-LF-BLK-36,96,26169.6,Monthly_Trading_Meeting_2026-03.pdf
2026-04,NAD-LF-BLK-36,76,20717.6,Monthly_Trading_Meeting_2026-04.pdf
2026-05,NAD-LF-BLK-36,82,22353.2,Monthly_Trading_Meeting_2026-05.pdf
2026-06,NAD-LF-BLK-36,106,28895.6,Monthly_Trading_Meeting_2026-06.pdf
2026-07,NAD-LF-BLK-36,76,20717.6,Monthly_Trading_Meeting_2026-07.pdf
2026-02,NAD-LF-BLK-37,91,24806.6,Monthly_Trading_Meeting_2026-02.pdf
2026-03,NAD-LF-BLK-37,113,30803.8,Monthly_Trading_Meeting_2026-03.pdf
2026-04,NAD-LF-BLK-37,90,24534.0,Monthly_Trading_Meeting_2026-04.pdf
2026-05,NAD-LF-BLK-37,97,26442.2,Monthly_Trading_Meeting_2026-05.pdf
2026-06,NAD-LF-BLK-37,125,34075.0,Monthly_Trading_Meeting_2026-06.pdf
2026-07,NAD-LF-BLK-37,90,24534.0,Monthly_Trading_Meeting_2026-07.pdf
2026-02,NAD-LF-BLK-38,77,20990.2,Monthly_Trading_Meeting_2026-02.pdf
2026-03,NAD-LF-BLK-38,96,26169.6,Monthly_Trading_Meeting_2026-03.pdf
2026-04,NAD-LF-BLK-38,76,20717.6,Monthly_Trading_Meeting_2026-04.pdf
2026-05,NAD-LF-BLK-38,82,22353.2,Monthly_Trading_Meeting_2026-05.pdf
2026-06,NAD-LF-BLK-38,106,28895.6,Monthly_Trading_Meeting_2026-06.pdf
2026-07,NAD-LF-BLK-38,76,20717.6,Monthly_Trading_Meeting_2026-07.pdf
2026-02,NAD-LF-BLK-39,49,13357.4,Monthly_Trading_Meeting_2026-02.pdf
2026-03,NAD-LF-BLK-39,61,16628.6,Monthly_Trading_Meeting_2026-03.pdf
2026-04,NAD-LF-BLK-39,48,13084.8,Monthly_Trading_Meeting_2026-04.pdf
2026-05,NAD-LF-BLK-39,52,14175.2,Monthly_Trading_Meeting_2026-05.pdf
2026-06,NAD-LF-BLK-39,68,18536.8,Monthly_Trading_Meeting_2026-06.pdf
2026-07,NAD-LF-BLK-39,48,13084.8,Monthly_Trading_Meeting_2026-07.pdf
2026-02,NAD-LF-BLK-40,21,5724.6,Monthly_Trading_Meeting_2026-02.pdf
2026-03,NAD-LF-BLK-40,26,7087.6,Monthly_Trading_Meeting_2026-03.pdf
2026-04,NAD-LF-BLK-40,21,5724.6,Monthly_Trading_Meeting_2026-04.pdf
2026-05,NAD-LF-BLK-40,22,5997.2,Monthly_Trading_Meeting_2026-05.pdf
2026-06,NAD-LF-BLK-40,29,7905.4,Monthly_Trading_Meeting_2026-06.pdf
2026-07,NAD-LF-BLK-40,21,5724.6,Monthly_Trading_Meeting_2026-07.pdf
2026-02,NAD-LF-TAN-35,25,6815.0,Monthly_Trading_Meeting_2026-02.pdf
2026-03,NAD-LF-TAN-35,31,8450.6,Monthly_Trading_Meeting_2026-03.pdf
2026-04,NAD-LF-TAN-35,24,6542.4,Monthly_Trading_Meeting_2026-04.pdf
2026-05,NAD-LF-TAN-35,26,7087.6,Monthly_Trading_Meeting_2026-05.pdf
2026-06,NAD-LF-TAN-35,34,9268.4,Monthly_Trading_Meeting_2026-06.pdf
2026-07,NAD-LF-TAN-35,24,6542.4,Monthly_Trading_Meeting_2026-07.pdf
2026-02,NAD-LF-TAN-36,55,14993.0,Monthly_Trading_Meeting_2026-02.pdf
2026-03,NAD-LF-TAN-36,68,18536.8,Monthly_Trading_Meeting_2026-03.pdf
2026-04,NAD-LF-TAN-36,54,14720.4,Monthly_Trading_Meeting_2026-04.pdf
2026-05,NAD-LF-TAN-36,58,15810.8,Monthly_Trading_Meeting_2026-05.pdf
2026-06,NAD-LF-TAN-36,75,20445.0,Monthly_Trading_Meeting_2026-06.pdf
2026-07,NAD-LF-TAN-36,54,14720.4,Monthly_Trading_Meeting_2026-07.pdf
2026-02,NAD-LF-TAN-37,65,17719.0,Monthly_Trading_Meeting_2026-02.pdf
2026-03,NAD-LF-TAN-37,80,21808.0,Monthly_Trading_Meeting_2026-03.pdf
2026-04,NAD-LF-TAN-37,64,17446.4,Monthly_Trading_Meeting_2026-04.pdf
2026-05,NAD-LF-TAN-37,68,18536.8,Monthly_Trading_Meeting_2026-05.pdf
2026-06,NAD-LF-TAN-37,89,24261.4,Monthly_Trading_Meeting_2026-06.pdf
2026-07,NAD-LF-TAN-37,64,17446.4,Monthly_Trading_Meeting_2026-07.pdf
2026-02,NAD-LF-TAN-38,55,14993.0,Monthly_Trading_Meeting_2026-02.pdf
2026-03,NAD-LF-TAN-38,68,18536.8,Monthly_Trading_Meeting_2026-03.pdf
2026-04,NAD-LF-TAN-38,54,14720.4,Monthly_Trading_Meeting_2026-04.pdf
2026-05,NAD-LF-TAN-38,58,15810.8,Monthly_Trading_Meeting_2026-05.pdf
2026-06,NAD-LF-TAN-38,75,20445.0,Monthly_Trading_Meeting_2026-06.pdf
2026-07,NAD-LF-TAN-38,54,14720.4,Monthly_Trading_Meeting_2026-07.pdf
2026-02,NAD-LF-TAN-39,35,9541.0,Monthly_Trading_Meeting_2026-02.pdf
2026-03,NAD-LF-TAN-39,43,11721.8,Monthly_Trading_Meeting_2026-03.pdf
2026-04,NAD-LF-TAN-39,34,9268.4,Monthly_Trading_Meeting_2026-04.pdf
2026-05,NAD-LF-TAN-39,37,10086.2,Monthly_Trading_Meeting_2026-05.pdf
2026-06,NAD-LF-TAN-39,48,13084.8,Monthly_Trading_Meeting_2026-06.pdf
2026-07,NAD-LF-TAN-39,34,9268.4,Monthly_Trading_Meeting_2026-07.pdf
2026-02,NAD-LF-TAN-40,15,4089.0,Monthly_Trading_Meeting_2026-02.pdf
2026-03,NAD-LF-TAN-40,18,4906.8,Monthly_Trading_Meeting_2026-03.pdf
2026-04,NAD-LF-TAN-40,15,4089.0,Monthly_Trading_Meeting_2026-04.pdf
2026-05,NAD-LF-TAN-40,16,4361.6,Monthly_Trading_Meeting_2026-05.pdf
2026-06,NAD-LF-TAN-40,20,5452.0,Monthly_Trading_Meeting_2026-06.pdf
2026-07,NAD-LF-TAN-40,15,4089.0,Monthly_Trading_Meeting_2026-07.pdf
2026-02,VER-HL-BLK-35,24,7444.8,Monthly_Trading_Meeting_2026-02.pdf
2026-03,VER-HL-BLK-35,29,8995.8,Monthly_Trading_Meeting_2026-03.pdf
2026-04,VER-HL-BLK-35,23,7134.6,Monthly_Trading_Meeting_2026-04.pdf
2026-05,VER-HL-BLK-35,25,7755.0,Monthly_Trading_Meeting_2026-05.pdf
2026-06,VER-HL-BLK-35,32,9926.4,Monthly_Trading_Meeting_2026-06.pdf
2026-07,VER-HL-BLK-35,23,7134.6,Monthly_Trading_Meeting_2026-07.pdf
2026-02,VER-HL-BLK-36,49,15199.8,Monthly_Trading_Meeting_2026-02.pdf
2026-03,VER-HL-BLK-36,61,18922.2,Monthly_Trading_Meeting_2026-03.pdf
2026-04,VER-HL-BLK-36,49,15199.8,Monthly_Trading_Meeting_2026-04.pdf
2026-05,VER-HL-BLK-36,52,16130.4,Monthly_Trading_Meeting_2026-05.pdf
2026-06,VER-HL-BLK-36,68,21093.6,Monthly_Trading_Meeting_2026-06.pdf
2026-07,VER-HL-BLK-36,49,15199.8,Monthly_Trading_Meeting_2026-07.pdf
2026-02,VER-HL-BLK-37,58,17991.6,Monthly_Trading_Meeting_2026-02.pdf
2026-03,VER-HL-BLK-37,72,22334.4,Monthly_Trading_Meeting_2026-03.pdf
2026-04,VER-HL-BLK-37,57,17681.4,Monthly_Trading_Meeting_2026-04.pdf
2026-05,VER-HL-BLK-37,61,18922.2,Monthly_Trading_Meeting_2026-05.pdf
2026-06,VER-HL-BLK-37,79,24505.8,Monthly_Trading_Meeting_2026-06.pdf
2026-07,VER-HL-BLK-37,57,17681.4,Monthly_Trading_Meeting_2026-07.pdf
2026-02,VER-HL-BLK-38,45,13959.0,Monthly_Trading_Meeting_2026-02.pdf
2026-03,VER-HL-BLK-38,56,17371.2,Monthly_Trading_Meeting_2026-03.pdf
2026-04,VER-HL-BLK-38,44,13648.8,Monthly_Trading_Meeting_2026-04.pdf
2026-05,VER-HL-BLK-38,48,14889.6,Monthly_Trading_Meeting_2026-05.pdf
2026-06,VER-HL-BLK-38,62,19232.4,Monthly_Trading_Meeting_2026-06.pdf
2026-07,VER-HL-BLK-38,44,13648.8,Monthly_Trading_Meeting_2026-07.pdf
2026-02,VER-HL-BLK-39,28,8685.6,Monthly_Trading_Meeting_2026-02.pdf
2026-03,VER-HL-BLK-39,35,10857.0,Monthly_Trading_Meeting_2026-03.pdf
2026-04,VER-HL-BLK-39,27,8375.4,Monthly_Trading_Meeting_2026-04.pdf
2026-05,VER-HL-BLK-39,30,9306.0,Monthly_Trading_Meeting_2026-05.pdf
2026-06,VER-HL-BLK-39,38,11787.6,Monthly_Trading_Meeting_2026-06.pdf
2026-07,VER-HL-BLK-39,27,8375.4,Monthly_Trading_Meeting_2026-07.pdf
2026-02,VER-HL-BLK-40,11,3412.2,Monthly_Trading_Meeting_2026-02.pdf
2026-03,VER-HL-BLK-40,13,4032.6,Monthly_Trading_Meeting_2026-03.pdf
2026-04,VER-HL-BLK-40,11,3412.2,Monthly_Trading_Meeting_2026-04.pdf
2026-05,VER-HL-BLK-40,11,3412.2,Monthly_Trading_Meeting_2026-05.pdf
2026-06,VER-HL-BLK-40,15,4653.0,Monthly_Trading_Meeting_2026-06.pdf
2026-07,VER-HL-BLK-40,11,3412.2,Monthly_Trading_Meeting_2026-07.pdf
2026-02,VER-HL-RED-35,11,3412.2,Monthly_Trading_Meeting_2026-02.pdf
2026-03,VER-HL-RED-35,14,4342.8,Monthly_Trading_Meeting_2026-03.pdf
2026-04,VER-HL-RED-35,11,3412.2,Monthly_Trading_Meeting_2026-04.pdf
2026-05,VER-HL-RED-35,12,3722.4,Monthly_Trading_Meeting_2026-05.pdf
2026-06,VER-HL-RED-35,16,4963.2,Monthly_Trading_Meeting_2026-06.pdf
2026-07,VER-HL-RED-35,11,3412.2,Monthly_Trading_Meeting_2026-07.pdf
2026-02,VER-HL-RED-36,24,7444.8,Monthly_Trading_Meeting_2026-02.pdf
2026-03,VER-HL-RED-36,29,8995.8,Monthly_Trading_Meeting_2026-03.pdf
2026-04,VER-HL-RED-36,23,7134.6,Monthly_Trading_Meeting_2026-04.pdf
2026-05,VER-HL-RED-36,25,7755.0,Monthly_Trading_Meeting_2026-05.pdf
2026-06,VER-HL-RED-36,32,9926.4,Monthly_Trading_Meeting_2026-06.pdf
2026-07,VER-HL-RED-36,23,7134.6,Monthly_Trading_Meeting_2026-07.pdf
2026-02,VER-HL-RED-37,28,8685.6,Monthly_Trading_Meeting_2026-02.pdf
2026-03,VER-HL-RED-37,34,10546.8,Monthly_Trading_Meeting_2026-03.pdf
2026-04,VER-HL-RED-37,27,8375.4,Monthly_Trading_Meeting_2026-04.pdf
2026-05,VER-HL-RED-37,29,8995.8,Monthly_Trading_Meeting_2026-05.pdf
2026-06,VER-HL-RED-37,38,11787.6,Monthly_Trading_Meeting_2026-06.pdf
2026-07,VER-HL-RED-37,27,8375.4,Monthly_Trading_Meeting_2026-07.pdf
2026-02,VER-HL-RED-38,22,6824.4,Monthly_Trading_Meeting_2026-02.pdf
2026-03,VER-HL-RED-38,27,8375.4,Monthly_Trading_Meeting_2026-03.pdf
2026-04,VER-HL-RED-38,21,6514.2,Monthly_Trading_Meeting_2026-04.pdf
2026-05,VER-HL-RED-38,23,7134.6,Monthly_Trading_Meeting_2026-05.pdf
2026-06,VER-HL-RED-38,30,9306.0,Monthly_Trading_Meeting_2026-06.pdf
2026-07,VER-HL-RED-38,21,6514.2,Monthly_Trading_Meeting_2026-07.pdf
2026-02,VER-HL-RED-39,13,4032.6,Monthly_Trading_Meeting_2026-02.pdf
2026-03,VER-HL-RED-39,17,5273.4,Monthly_Trading_Meeting_2026-03.pdf
2026-04,VER-HL-RED-39,13,4032.6,Monthly_Trading_Meeting_2026-04.pdf
2026-05,VER-HL-RED-39,14,4342.8,Monthly_Trading_Meeting_2026-05.pdf
2026-06,VER-HL-RED-39,18,5583.6,Monthly_Trading_Meeting_2026-06.pdf
2026-07,VER-HL-RED-39,13,4032.6,Monthly_Trading_Meeting_2026-07.pdf
2026-02,VER-HL-RED-40,9,2791.8,Monthly_Trading_Meeting_2026-02.pdf
2026-03,VER-HL-RED-40,11,3412.2,Monthly_Trading_Meeting_2026-03.pdf
2026-04,VER-HL-RED-40,8,2481.6,Monthly_Trading_Meeting_2026-04.pdf
2026-05,VER-HL-RED-40,9,2791.8,Monthly_Trading_Meeting_2026-05.pdf
2026-06,VER-HL-RED-40,12,3722.4,Monthly_Trading_Meeting_2026-06.pdf
2026-07,VER-HL-RED-40,8,2481.6,Monthly_Trading_Meeting_2026-07.pdf
2026-02,CLE-SD-TAN-35,35,6909.0,Monthly_Trading_Meeting_2026-02.pdf
2026-03,CLE-SD-TAN-35,43,8488.2,Monthly_Trading_Meeting_2026-03.pdf
2026-04,CLE-SD-TAN-35,34,6711.6,Monthly_Trading_Meeting_2026-04.pdf
2026-05,CLE-SD-TAN-35,37,7303.8,Monthly_Trading_Meeting_2026-05.pdf
2026-06,CLE-SD-TAN-35,48,9475.2,Monthly_Trading_Meeting_2026-06.pdf
2026-07,CLE-SD-TAN-35,34,6711.6,Monthly_Trading_Meeting_2026-07.pdf
2026-02,CLE-SD-TAN-36,70,13818.0,Monthly_Trading_Meeting_2026-02.pdf
2026-03,CLE-SD-TAN-36,87,17173.8,Monthly_Trading_Meeting_2026-03.pdf
2026-04,CLE-SD-TAN-36,69,13620.6,Monthly_Trading_Meeting_2026-04.pdf
2026-05,CLE-SD-TAN-36,74,14607.6,Monthly_Trading_Meeting_2026-05.pdf
2026-06,CLE-SD-TAN-36,96,18950.4,Monthly_Trading_Meeting_2026-06.pdf
2026-07,CLE-SD-TAN-36,69,13620.6,Monthly_Trading_Meeting_2026-07.pdf
2026-02,CLE-SD-TAN-37,76,15002.4,Monthly_Trading_Meeting_2026-02.pdf
2026-03,CLE-SD-TAN-37,94,18555.6,Monthly_Trading_Meeting_2026-03.pdf
2026-04,CLE-SD-TAN-37,75,14805.0,Monthly_Trading_Meeting_2026-04.pdf
2026-05,CLE-SD-TAN-37,80,15792.0,Monthly_Trading_Meeting_2026-05.pdf
2026-06,CLE-SD-TAN-37,104,20529.6,Monthly_Trading_Meeting_2026-06.pdf
2026-07,CLE-SD-TAN-37,75,14805.0,Monthly_Trading_Meeting_2026-07.pdf
2026-02,CLE-SD-TAN-38,58,11449.2,Monthly_Trading_Meeting_2026-02.pdf
2026-03,CLE-SD-TAN-38,72,14212.8,Monthly_Trading_Meeting_2026-03.pdf
2026-04,CLE-SD-TAN-38,57,11251.8,Monthly_Trading_Meeting_2026-04.pdf
2026-05,CLE-SD-TAN-38,62,12238.8,Monthly_Trading_Meeting_2026-05.pdf
2026-06,CLE-SD-TAN-38,80,15792.0,Monthly_Trading_Meeting_2026-06.pdf
2026-07,CLE-SD-TAN-38,57,11251.8,Monthly_Trading_Meeting_2026-07.pdf
2026-02,CLE-SD-TAN-39,38,7501.2,Monthly_Trading_Meeting_2026-02.pdf
2026-03,CLE-SD-TAN-39,47,9277.8,Monthly_Trading_Meeting_2026-03.pdf
2026-04,CLE-SD-TAN-39,37,7303.8,Monthly_Trading_Meeting_2026-04.pdf
2026-05,CLE-SD-TAN-39,40,7896.0,Monthly_Trading_Meeting_2026-05.pdf
2026-06,CLE-SD-TAN-39,52,10264.8,Monthly_Trading_Meeting_2026-06.pdf
2026-07,CLE-SD-TAN-39,37,7303.8,Monthly_Trading_Meeting_2026-07.pdf
2026-02,CLE-SD-TAN-40,15,2961.0,Monthly_Trading_Meeting_2026-02.pdf
2026-03,CLE-SD-TAN-40,18,3553.2,Monthly_Trading_Meeting_2026-03.pdf
2026-04,CLE-SD-TAN-40,14,2763.6,Monthly_Trading_Meeting_2026-04.pdf
2026-05,CLE-SD-TAN-40,15,2961.0,Monthly_Trading_Meeting_2026-05.pdf
2026-06,CLE-SD-TAN-40,20,3948.0,Monthly_Trading_Meeting_2026-06.pdf
2026-07,CLE-SD-TAN-40,14,2763.6,Monthly_Trading_Meeting_2026-07.pdf
2026-02,CLE-SD-WHT-35,23,4540.2,Monthly_Trading_Meeting_2026-02.pdf
2026-03,CLE-SD-WHT-35,28,5527.2,Monthly_Trading_Meeting_2026-03.pdf
2026-04,CLE-SD-WHT-35,22,4342.8,Monthly_Trading_Meeting_2026-04.pdf
2026-05,CLE-SD-WHT-35,24,4737.6,Monthly_Trading_Meeting_2026-05.pdf
2026-06,CLE-SD-WHT-35,31,6119.4,Monthly_Trading_Meeting_2026-06.pdf
2026-07,CLE-SD-WHT-35,22,4342.8,Monthly_Trading_Meeting_2026-07.pdf
2026-02,CLE-SD-WHT-36,45,8883.0,Monthly_Trading_Meeting_2026-02.pdf
2026-03,CLE-SD-WHT-36,56,11054.4,Monthly_Trading_Meeting_2026-03.pdf
2026-04,CLE-SD-WHT-36,45,8883.0,Monthly_Trading_Meeting_2026-04.pdf
2026-05,CLE-SD-WHT-36,48,9475.2,Monthly_Trading_Meeting_2026-05.pdf
2026-06,CLE-SD-WHT-36,62,12238.8,Monthly_Trading_Meeting_2026-06.pdf
2026-07,CLE-SD-WHT-36,45,8883.0,Monthly_Trading_Meeting_2026-07.pdf
2026-02,CLE-SD-WHT-37,49,9672.6,Monthly_Trading_Meeting_2026-02.pdf
2026-03,CLE-SD-WHT-37,61,12041.4,Monthly_Trading_Meeting_2026-03.pdf
2026-04,CLE-SD-WHT-37,48,9475.2,Monthly_Trading_Meeting_2026-04.pdf
2026-05,CLE-SD-WHT-37,52,10264.8,Monthly_Trading_Meeting_2026-05.pdf
2026-06,CLE-SD-WHT-37,67,13225.8,Monthly_Trading_Meeting_2026-06.pdf
2026-07,CLE-SD-WHT-37,48,9475.2,Monthly_Trading_Meeting_2026-07.pdf
2026-02,CLE-SD-WHT-38,38,7501.2,Monthly_Trading_Meeting_2026-02.pdf
2026-03,CLE-SD-WHT-38,47,9277.8,Monthly_Trading_Meeting_2026-03.pdf
2026-04,CLE-SD-WHT-38,37,7303.8,Monthly_Trading_Meeting_2026-04.pdf
2026-05,CLE-SD-WHT-38,40,7896.0,Monthly_Trading_Meeting_2026-05.pdf
2026-06,CLE-SD-WHT-38,52,10264.8,Monthly_Trading_Meeting_2026-06.pdf
2026-07,CLE-SD-WHT-38,37,7303.8,Monthly_Trading_Meeting_2026-07.pdf
2026-02,CLE-SD-WHT-39,25,4935.0,Monthly_Trading_Meeting_2026-02.pdf
2026-03,CLE-SD-WHT-39,30,5922.0,Monthly_Trading_Meeting_2026-03.pdf
2026-04,CLE-SD-WHT-39,24,4737.6,Monthly_Trading_Meeting_2026-04.pdf
